,orig_text,Category,PET,edited_text
1309,新华社香港10月16日电香港海洋公园16日宣布，在香港海洋公园生活了17年的大熊猫“佳佳”当日离世，终年38岁，它是全球历来最长寿的圈养大熊猫。海洋公园表示，“佳佳”在过去两个星期健康急剧转差，食量及体重下跌至有记录以来最低，食量由逾10公斤急降至3公斤以下，体重由71公斤跌 至67公斤左右。16日早晨情况急转直下，不能走动，身体十分虚弱。经香港特区政府渔护署及海洋公园的兽医一致同意，“佳佳”安乐死离开世界。圈养大熊猫的平均寿命一般只有25至30岁。大熊猫“佳佳”1978年出生于四川，离世前已经刷新了两项吉尼斯世界纪录，成为“迄今为止最长 寿的圈养大熊猫”和“最长寿的在世圈养大熊猫”。“佳佳”连同另一只雄性大熊猫“安安”，于1999年由中央政府赠送香港。（完）,1,离世,新华社香港10月16日电香港海洋公园16日宣布，在香港海洋公园生活了17年的大熊猫“佳佳”当日<离世>，终年38岁，它是全球历来最长寿的圈养大熊猫。 海洋公园表示，“佳佳”在过去两个星期健康急剧转差，食量及体重下跌至有记录以来最低，食量由逾10公斤急降至3公斤以下，体重由71公斤跌 至67公斤左右。
1310,转载：羊城晚报 老人倒地昏迷后，多位热心路人上前救治近日，河北定州市街头上演令人唏嘘一幕：一位摆摊卖自家土产的老太，发现收到一张百元假钞后追赶途中，突然倒地昏迷不醒，最终经抢救无效身亡。目前，定州市警方已介入调查此事。据现场目击者介绍，7月15日上午9时40分许，定州市南街超市附近，一位路边摆摊卖玉米、花生、毛豆的老太突然大喊：“站住！你这钱是假的！”随后就看到老人匆匆向南边追去。追出100多米后，老人从一路人处借了一辆自行车，但还未骑上自行车继续追，就倒在地上昏迷不醒，一张百元假钞掉落在老人旁边地上。热心路人见状，赶紧拨打了120急救和其家人的电话，并围在旁边照看老人。十来分钟后，120急救人员和老人的家人先后赶到现场，但此时老人已经没有了生命体征。记者联系上老人的家人梁先生了解到，不幸离世的老人姓张，今年62岁。平时除了血压有点高，老人身体还算结实。老人一辈子勤勤恳恳，总是闲不下来。家里有一小块地，老人就种了玉米、花生、毛豆等，这几天收获后，老人就到路边摆摊售卖这些土产。15日上午9时40分许，一名中年女子来到老人的摊前，要买五块钱的玉米。老人给其称好装袋后，该女子递给老人一张百元钞票。老人眼神不太好，当时没有发现问题，收钱后找给该女子95元零钞。该女子走出不远后，老人就发现手中的百元钞票是假钞，于是一边喊一边追了上去。可能天热加上老人急火攻心，追出不远后就倒在地上，再也没能起来。事发后，众多网友愤怒声讨，还有不少人贴出自己收到假钞的经历。老人的家人说，事发后，他们已经向警方报案。目前，定州市南街派出所正调阅周边监控录像，寻找使用假钞的女子。同时，也希望知情人士能够提供有关线索，帮老人讨回一个公道。别再让老人因假币流泪！ 来源 | 燕赵晚报、央视新闻、人民日报，版权归原作者所有,1,离世,十来分钟后，120急救人员和老人的家人先后赶到现场，但此时老人已经没有了生命体征。 记者联系上老人的家人梁先生了解到，不幸<离世>的老人姓张，今年62岁。 平时除了血压有点高，老人身体还算结实。
1311,商报讯（记者戚祥浩通讯员华萱）深夜，昏暗省道上，车来车往，面对受伤孕妇，刚结束一天工作疲惫不堪的王青意和蔡福想，用生命作出了选择：当那辆农用车撞来时，他们正保持着下蹲抬人的姿势（本报曾作连续报道）。这起致“最美温州人”王青意、蔡福想死亡的交通肇事案，日前一审有果，肇事司机被判处有期徒刑三年六个月。2013年l0月31日晚，苏某饮酒后驾驶制动系统不符合有关技术要求的大中型拖拉机，经过平阳县腾蛟镇南陀村路段。此前，该路段有一名孕妇过马路时被车撞倒，夜访回家的镇村干部王青意和蔡福想路过，便对该名孕妇进行救助。苏某因夜间车速过快，对路面情况观察不周，未能注意到该路段刚发生一起交通事故，他驾车撞向三人，并碾压路面伤者，致王青意、蔡福想受伤后经抢救无效于当日死亡。肇事后，苏某逃逸。交警部门认定被告人苏某承担该事故的全部责任。经鉴定，蔡福想、王青意均因交通肇事造成颅脑严重损伤，最终不幸离世。案发后次日，苏某投案，其亲属主动缴纳赔偿款押金5万元。苏某的亲属与两名被害人的亲属达成协议，赔偿死者家属经济损失各45.8万元，赔偿款押金5万元由双方各领取一半。死者家属对苏某的犯罪行为表示谅解。法院经审理认为，苏某违反交通运输管理法规，饮酒后驾车发生重大交通事故，致二人死亡，负事故全部责任，且肇事后逃逸，其行为构成交通肇事罪。鉴于其犯罪后能自首，且其亲属能积极代为赔偿死者家属的经济损失，并得到死者家属的谅解，依法和酌情予以从轻处罚。,1,离世,交警部门认定被告人苏某承担该事故的全部责任。 经鉴定，蔡福想、王青意均因交通肇事造成颅脑严重损伤，最终不幸<离世>。 案发后次日，苏某投案，其亲属主动缴纳赔偿款押金5万元。
1312,鲜见/文三天前，有一位海南省三亚市的吴女士求测前程和财运，吴女士生肖属蛇，她问道：请大师看看我的八字，今年太难过了，失业，欠薪，纠纷，至亲离世，找了一个多月工作无果，现负债了，请问天要绝我吗？【解析】原局（女）：丁巳、丁未、甲戌 、甲子。运程大致可以分为：戊申、己酉、庚戌、辛亥、壬子、癸丑、甲寅、乙卯，1985乙丑年开始行戊申运，现年39岁辛亥运中。日元甲木生于未月，综合判断为日主偏弱格局。原局喜水、木，忌火、土、金。此造甲木生夏季身弱，年月两透正食星为忌，命主先天聪明、漂亮，但性格失之于挑剔和高傲，易有人际关系难谐迹象，身弱财星为忌，求财不易，为一般格局。命主初行戊申、己酉、庚戌运二十年人生路，金土旺地，忌神势盛，青少年时期运程蹉跎，求学不利，命主仅有高中文凭。38岁始行十年辛亥运程，北方水旺印旺之乡，辛金正事业星透出，工作、生活压力蛮大，感情难顺，38-43岁期间辛运为黎明前的黑暗时刻，度过辛运43之后会一帆风顺了。今年丙申属猴，正食星主事不吉，命主有因考虑不周失财迹象，事业、财运和感情难顺，巳申合拌亦不利祖辈，申子半合亦有工作变动之兆，且流年与大运天克地冲，故有各种不顺，凡事小心为好。 明年丁酉属鸡，偏食星主事亦不利，酉金正事业星暗藏，该年找工作难有理想岗位，但酉金生助子水印星，大体上看还是可以找到工作先做着有一份收入吧。2018戊戌属狗，正星财主事，戌土伏吟夫宫，求财不利，且要注意父亲感情变差。此后48岁始行壬子、癸丑、甲寅、乙卯运，一路水木旺地，印比生助弱身得力，命主一改过往的颓势，事业、财运和家庭均成欣欣向荣的局面，可望安度晚年。不过，晚年乙卯运羊刃透出，卯戌相害，为人生关口，宜及早修身养性、行善积德，保重身体，自求多福吧。本文作者个人微信：xj90902（鲜见老师仅此一号，余皆假冒）,1,离世,鲜见 / 文三天前，有一位海南省三亚市的吴女士求测前程和财运，吴女士生肖属蛇，她问道：请大师看看我的八字，今年太难过了，失业，欠薪，纠纷，至亲<离世>，找了一个多月工作无果，现负债了，请问天要绝我吗？ 【解析】原局（女）：丁巳、丁未、甲戌 、甲子。
1313,今年5月份，一女孩在郑州戒网瘾学校内被体罚导致颅脑损伤死亡，引发社会广泛关注，目前5名责任人已被刑拘。此类事件近年来时有出现，2009年宁波一网瘾少年被教官殴打致死，2007年重庆一网瘾少年因受不了学校体罚跳楼……对戒网群体、对戒网学校的办学状况，是时候好好关注下了。经调查，目前社会上戒网学校存在诸多乱象，乱在何处？首先教学乱，一些戒网学校将强制戒网异化为片面的殴打体罚，下蹲几百个、跑步上百圈、长时间关禁闭、魔鬼训练之外，是对不服从学生的拳打脚踢。戒网瘾可能需要某些强制性，不是什么舒适安逸的选择，但这就意味着可以对孩子们身心如此地摧残吗？很明显，有关学校的行为是不人性的，是反人道的，所采用的教学方法是不科学的，跟所标榜的“励志”“素质教育”“意志力训练”大相径庭，必须加以规范，情节严重的要关停、取缔，乃至追究司法责任。胡乱教学之外，是乱收费及无资质等问题，一些戒网学校每年学费动辄数万元，而与高额学费形成反差的是教学资质，很多学校根本没有有关部门的审批，不具备办学资格，有的更是随便拉几个人就能办戒网学校，成本低廉，获利丰厚，据调查，致郑州网瘾女孩死亡的几名“老师”根本就没有教师资格证。戒网学校乱象丛生，跟监管不力、标准缺失有关。有关部门、各地方应该加大对这一领域的监管、规范力度，及时出台原则性指导意见，制定相关教学标准，做好这些顶层设计，基层的办学行为才能有章可循，网瘾少年的矫正、教育才有保障，戒网死伤的悲剧才会减少或者杜绝。那些不幸的孩子，染上网瘾已经够悲剧了，对孩子和家庭是一种巨大的伤痛，戒除网瘾本来是为了给孩子一次改过的机会，重新开启人生的途径，但如果都像报道中反映的那样，岂不是造成二次伤害，对孩子和家长来说，岂不是在伤口上撒盐，而像不幸离世的那位网瘾女孩，更是铸成不可承受之痛、无法挽回之错。当今网络发达，移动网络更是方兴未艾，青少年有更多的渠道接触网络，同时染上网瘾的可能性也在增加。对青少年群体来说，少不更事，自控力差，家长、学校有责任、有义务及早干预，发现苗头性问题，帮助孩子养成健康的兴趣爱好，远离网瘾；从这个意义上可以说，根治戒网乱象，家庭教育、学校教育都不可缺位，也就是说，别让孩子染上网瘾，是最好的、最根本的戒网办法。,1,离世,有关部门、各地方应该加大对这一领域的监管、规范力度，及时出台原则性指导意见，制定相关教学标准，做好这些顶层设计，基层的办学行为才能有章可循，网瘾少年的矫正、教育才有保障，戒网死伤的悲剧才会减少或者杜绝。 那些不幸的孩子，染上网瘾已经够悲剧了，对孩子和家庭是一种巨大的伤痛，戒除网瘾本来是为了给孩子一次改过的机会，重新开启人生的途径，但如果都像报道中反映的那样，岂不是造成二次伤害，对孩子和家长来说，岂不是在伤口上撒盐，而像不幸<离世>的那位网瘾女孩，更是铸成不可承受之痛、无法挽回之错。 当今网络发达，移动网络更是方兴未艾，青少年有更多的渠道接触网络，同时染上网瘾的可能性也在增加。
1314,说到手游，最近有一款游戏可以说是风靡了大半个中国，商妹儿身边不少年轻人都在耍。不过，年轻人沉迷游戏，花大钱玩手游就罢了，如果一个六旬老人还为了游戏花费50万，这样的大手笔就让很多网友不理解了。 这位玩手游的老人姓刘，是个老北京，拆迁之后搬到了顺义享清福，不过，自几年前老伴儿去世之后，为了排解寂寞，刘老迷上了手机网游。老人说：“我自己有钱，孩子们也老往家拿，这点钱不算什么！不过，对于玩手游网友争议的并不是“烧钱”，而是他冒充年轻人，交了三任女朋友。有人说，男人有钱就变坏，甚至有人骂老刘是老流氓。可是，真的是这样吗？对此，刘老有些哭笑不得，他说，“我这个年纪，哪还有心思在游戏里找小姑娘啊。”原来，一开始的时候，刘老从未想过在游戏中交女朋友，直到有一天他认识了游戏中一个女孩 儿，那个女孩儿叫他“老头子”，他立刻就想到了离世多年的老伴儿。“我也不留电话也不见面，就是打字聊天，这样有点像写信，我年轻时候给我老伴儿写过信，她走那年，我在箱子底儿还看见了。”刘老说：“那个时候我就想，玩游戏就是图个乐，年轻的时候没赶上好时候，现在不如就假装二十来岁，跟我老伴儿重新谈个恋爱。”刘老说到这儿，眼圈有点泛红。“他说他并没有要求什么，只是想找人聊聊天。”玩游戏，花五十万，不过是为了聊聊天、说说话，为了怀念，怀念过去老伴还在的样子，怀念过去并不孤单的日子。那孩子们都去哪儿了？鳏居多年， 刘老也希望孩子们能常来探望，可是三个孩子都已经成家立业，平时只有时间给刘老打钱，却都很难回来见一面。他说要是儿子能经常带孙子回家来看他，他也不至于把钱扔游戏里。对此，有网友并不认可，就像网友@大猫王King：这跟孩子来不来看毫无关系，难道这岁数还把自己的行为赖到子女身上不成？有人说他，身边只剩下钱也是造孽。还有人说：这是多么孤独呀，穷的只剩下钱，唉，我们大多人就缺钱。不过，大家真的懂什么是孤独吗？或许看完刘老的这句话你就明白了。在采访结束以后，记者跟刘老要来了他三个孩子的电话，没有一个可以接通……刘老说：“我都经常联系不上，别说你啦。”对于刘老的话，网友们看了也很难过。 有媒体评论说：花50万也好，在游戏中交往三任女朋友也好，作为一个鳏居老人，刘老其实最想要的，可能就是最简单的陪伴。放下身边事，多关心关心父母。陪伴与关爱才是他们最需要的！来源：成都商报,1,离世,对此，刘老有些哭笑不得，他说，“我这个年纪，哪还有心思在游戏里找小姑娘啊。 ”原来，一开始的时候，刘老从未想过在游戏中交女朋友，直到有一天他认识了游戏中一个女孩 儿，那个女孩儿叫他“老头子”，他立刻就想到了<离世>多年的老伴儿。 “我也不留电话也不见面，就是打字聊天，这样有点像写信，我年轻时候给我老伴儿写过信，她走那年，我在箱子底儿还看见了。
1315,据《南方都市报》报道对于“肉身坐佛”章公祖师像的追索工作，大田县的文博专家和知情人士披露，章公祖师被盗案的关键证人目前已经离世，该案有可能成为一宗谜案。据大田县博物馆馆长陈其忠介绍，1995年章公祖师像被盗时，他曾经配合公安机关进行过调查。据其回忆，佛像被盗次日守祠堂的村民报案，现场被盗的祠堂后墙被打了一个小洞，但这个小洞不足以把佛像拉走，因此调查人员判断这个小洞是盗窃团伙掩人耳目，佛像应该是从祠堂前门拉走。陈其忠称，在询问的时候，守门人支支吾吾，他认为这个守门人有可能是盗窃团伙的内应，也有可能受到盗窃人员的胁迫。调查中，守门人还说，他知道是谁盗窃了佛像，但他表示“现在不能说，百年之前再把这个事情说出来”，目前这个守门人已经离世，但他还是没有把秘密说出来。据当地知情人士透露，上世纪90年代末，三明市多地接连发生盗窃佛像、雕花檐梁、古民居柱子底座等行为，最后这一现象愈演愈烈，大田县甚至还诞生了靠盗卖文物暴富的土豪。该知情人士称，当年盗卖文物的链条一般是窃贼盗卖转手给文物贩子，文物贩子再借道当年发达的海上走私通道将这些文物倒卖至世界各地。,1,离世,据《南方都市报》报道对于“肉身坐佛”章公祖师像的追索工作，大田县的文博专家和知情人士披露，章公祖师被盗案的关键证人目前已经<离世>，该案有可能成为一宗谜案。 据大田县博物馆馆长陈其忠介绍，1995年章公祖师像被盗时，他曾经配合公安机关进行过调查。
1316,本报讯（记者张大星）昨天7时许，一六旬老汉从松花江大桥上跳入江中。江上渔民和岸上市民联手施救，虽将老汉打捞上岸并全力实施心脏复苏，但仍没能救回老汉的生命。老汉轻生跳桥江上岸上齐救援“当时我正在江边散步，听说有人跳桥了，就赶紧到岸边帮忙救人。”市民张献根告诉记者，当时他看到约七八十米远的江中有个人正顺流往下漂，下游200米远有一艘渔船。听到岸上有人高声呼救，船上两位渔民立即快速划船上前，将坠江老汉拽上船，并向岸边急驰。靠岸后，张献根和另外两名市民配合渔民把男子抬上岸，一名渔民和一名市民轮流对老汉实施心脏复苏。不久，水上公安分局民警和120急救人员赶到现场，经120急救人员确认，老汉已不幸身亡。只差一步的哥就拽住老汉衣角“当时就差一步啊，我和开出租车的小伙子都抓住他衣服的一角了，可还是没能救了他。”跳桥老汉的妻子刘某哭着告诉记者。她和老伴住在九站公园附近，老伴今年60岁，患有抑郁症，此前曾经有过一次跳桥的举动，但被家人及时发现制止。昨早，刘某发现老伴出门时很反常，就追出去，二人分乘出租车一前一后开上公路大桥。老伴突然下车，要翻越桥护栏，刘某急忙去阻拦，两名的哥也跑来帮忙，可刚抓到衣角，老伴就跳下桥了。刘某表示，虽然丈夫不幸离世，但还是要感激这么多援手相助的市民。渔民感叹要是人救活了多好“平时在江边打鱼，也遇上过这样跳江的事，救了多少次人，已经记不清了。”渔民老孙、老朱告诉记者，当时他们发现跳桥老汉时，看见老汉的四肢和头都在水里，就感觉情况不太好。等把老汉救上船后，发现老汉身上还有热乎气就赶紧往岸上开，没想到还是没能把人救回来。老孙有些遗憾：人没救回来，可老汉的妻子却一直感谢我们，整得我俩心情挺不好的。要是人救活了，该多好！（“新闻110”,1,离世,老伴突然下车，要翻越桥护栏，刘某急忙去阻拦，两名的哥也跑来帮忙，可刚抓到衣角，老伴就跳下桥了。 刘某表示，虽然丈夫不幸<离世>，但还是要感激这么多援手相助的市民。 渔民感叹要是人救活了多好“平时在江边打鱼，也遇上过这样跳江的事，救了多少次人，已经记不清了。
1317,青岛早报体育部主任马洪文23日因病抢救无效离世。他众多的生前好友，都通过网络发表了纪念文章，寄托哀思。今天中午，青岛广播畅行952特别制作了一期特别节目，纪念长期为畅行952担任嘉宾的马洪文。 马洪文为畅行952担任嘉宾时的留影以下是这期节目的音频，点击识别下面二维码可直接收听——畅行952两位主持人大海、小彤今天也都在朋友圈里写下了纪念马洪文的文字告别，不只是悲伤，回忆着那么多的美好。从现在起，抬起头，迎接未来和远方。青岛广播畅行952，谨以此，怀念我们逝去的伙伴。用声音，继续完成，那份未尽的事业。——大海我们能做的，给马老师，最后的告别。不悲伤，还有欢笑，希望是你喜欢的状态。——小彤,1,离世,青岛早报体育部主任马洪文23日因病抢救无效<离世>。 他众多的生前好友，都通过网络发表了纪念文章，寄托哀思。
1318,有趣不装B萌贱反鸡汤尽在橘子娱乐微信公众号“juziyule”昨天晚上黄晓明发了一条语气很悲伤的微博。 很多人看到这条微博的时候吓了一跳，不知道发生了什么。后来大家才知道，原来是晓明哥曾经救助过的一个白血病女孩儿离世了... 这个女孩儿叫张小雨，今天早上小雨的爸爸也用女儿的微博感谢了大家，证实了女儿已经离世了消息。 橘子君曾经见过一次小雨，她是一个长得很漂亮、笑起来又很甜的姑娘。看到这个消息有些难过...2014年的时候，小雨参加了一档《来吧灰姑娘》的节目，认识了当时的导师黄晓明。 小雨身患白血病，身体情况一直都不好，家里的经济情况也并不好。去年三月份的时候，小雨走投无路在微博上求助，没过几天就接到了晓明哥的电话。 之后黄晓明就一直帮助这个女孩，还经常会抽空去看她。 小雨特别感激，她说晓明就是他的大白...黄晓明不仅出钱帮她治病，去年4月份的时候，还亲自为她和男朋友在教堂举行了婚礼。 晓明哥担当证婚人的角色。 婚礼结束之后晓明还穿着大白的衣服和小雨来了一个拥抱。 可以说如果没有黄晓明的话，小雨可能不会收获到这些意外的幸福。7月份小雨刚刚做完移植手术，第一个想要告诉的人就是晓明哥，她还有感而发说了很多黄晓明帮助自己的故事。 真的好暖好暖，黄晓明对小雨就像对待妹妹一样。然而尽了所有的努力，还是没能留住小雨，晓明哥也一定很伤心吧。除了黄晓明，资助了小雨的还有张卫健，他也出席过小雨的婚礼。 小雨的离世也让他感到很伤心。 其实小雨在生活中一直都是个开朗乐观的女孩子，长得也非常漂亮。 半个月前才过完了自己的25岁生日... 她还有一个疼爱她，愿意在他生命最后关头娶她的老公。 本来应该有一个幸福的家庭的... 男朋友的微博还停留在10天前，这段时间小雨的身体一直都不好，他一定也受了不少折磨。 小雨的离世虽然很可惜，但是至少她奋斗过了。又遇上那么多爱她，和愿意帮助她的好心人...其实小雨还算是幸福的吧，为她祈祷。最后一句一路走好。关注微信公众号“橘子娱乐”让你的无聊症不治而愈也许你还想看：天！尚雯婕在直播里竟然长这样，我还以为刘梓晨来了！八卦｜阿拉蕾小亮仔要组cp了，《爸哪》简直就是一个虐汪节目啊！八卦｜谢娜发飙了！发了长微博否认打压吴昕，让黑子闭嘴！ ↙点击下方“阅读原文”获取更多精彩,1,离世,很多人看到这条微博的时候吓了一跳，不知道发生了什么。 后来大家才知道，原来是晓明哥曾经救助过的一个白血病女孩儿<离世>了... 这个女孩儿叫张小雨，今天早上小雨的爸爸也用女儿的微博感谢了大家，证实了女儿已经离世了消息。  橘子君曾经见过一次小雨，她是一个长得很漂亮、笑起来又很甜的姑娘。
1319,□记者王悦生本报讯昨天，郑州市花园路附近一个小区，一名1岁多的孩子从15楼坠落，落到3楼平台上不幸死亡。昨天上午10点多，接到读者报料后，记者赶到了位于郑州市花园路与丰产路附近的事发小区。一位知情人士介绍，事发时，楼下居民听到一声闷响，随后一名女子下楼说自己一岁多的孩子从楼上掉了下来，落到了3楼的平台上。紧接着，120救护人员赶到现场发现孩子已死亡。小孩的爸爸在现场哭得撕心裂肺。随后，消防队员和救护人员联手把孩子的尸体从现场挪走。有居民介绍，这是一对小夫妻带着一岁多的孩子，事发前，小夫妻曾发生过争执，但不知是何原因孩子坠下楼。据了解，事发房屋的窗户离室内地面约有1米高。在小区的物业公司办公室，记者见到了一名精神恍惚的女子。物业公司的工作人员称，她就是死亡孩子的母亲，但她还不知道孩子已经离世了。事发时到底发生了什么，记者不忍心上前询问。据了解，该小区临近丰产路的房屋都没有安装防护栏。物业公司一位工作人员称，三楼以上是不允许安装防护栏的，事发后，该公司配合警方对事故进行了处理，其他情况尚不清楚。线索提供刘先生稿酬100元新闻热线96211,1,离世,在小区的物业公司办公室，记者见到了一名精神恍惚的女子。 物业公司的工作人员称，她就是死亡孩子的母亲，但她还不知道孩子已经<离世>了。 事发时到底发生了什么，记者不忍心上前询问。
1320,日前，在徐州市高铁站内，一名涡阳小伙突然倒地，面部、上肢迅速成了黑紫色，停止呼吸。就在这时，几名路过群众赶来轮流为他做人工呼吸，对他进行急救。不幸的是，由于小伙患有先天心脏病，当天因病情过重，送医后抢救无效，不幸去世。3月20日10点50分左右，在徐州高铁站候车室2楼电梯口坐椅处，传来一阵急促的求救声。一名小伙歪在一中年男子怀里，中年男子哭喊道，他儿子心脏病犯了，希望有人能救救他。听到呼救声，一名50多岁的男子赶紧掐住小伙人中，另一名旅客赶紧拿出速效救心丸喂小伙服下。就在车站广播响起紧急寻医时，小伙的面部、上肢迅速变成了黑紫色。这时，一名自称是医生的姑娘赶来，蹲下身为小伙做人工呼吸。随后，另一名男子与女子赶来，配合姑娘对小伙轮流做人工呼吸。几分钟后，120急救车赶到现场，将小伙送往医院急救。由于病情过重，小伙不幸离世。,1,离世,几分钟后，120急救车赶到现场，将小伙送往医院急救。 由于病情过重，小伙不幸<离世>。
1321,天降横祸张淑华是一位英勇的革命老战士，60年前抗美援朝战争打响，夫妻双双接到任务，不得已将一岁的儿子寄养在了江苏老家，谁知走后没多久，孩子因为发高烧不退，导致中枢神经系统被烧坏，烙下了终身残疾。屋漏偏逢连夜雨...1986年老伴离世，家中所有的重担都压在了老太太身上，几十年来一个人含辛茹苦的照顾瘫痪的儿子生活起居。 张老太和他儿子祸不单行12月1号老太太的儿子突然大量便血，情急之下，老人将儿子送往离家不远的医院进行治疗，但去了医院后得知的结论是痔疮出血，并无大碍，老人放下了高悬的心带着孩子回家了。岂料，到家后发现儿子便血更为厉害了，焦虑难安。张老太无意间在电视上看到合肥医博肛泰肛肠医院是一家专业治疗肛肠疾病的医疗机构之后，老太太立即带上瘫痪的儿子前来医院看病。张老太太推着承重的轮椅来到医院检查，在医生护士协助下，张文石主任医师仔细检查之后得出的结论是痔核糜烂性大出血。张主任表示一个残疾的患者，长期出血，并且出血量比较大，首先会造成贫血，贫血对于长期卧床不起的人来说，比我们正常人危害要更大，需要立即进行手术治疗。老太太听完张主任的检查报告后，心急如焚。但是家里已经一贫如洗了，根本负担不起瘫痪儿子的医疗费用，无奈之下忍痛决定放弃治疗。伸出援手当院领导了解到张老太家的特殊情况和一个母亲几十年来不离不弃的照顾之后，院领导决定给张老太儿子医疗费用全免，并承诺保证治愈为止。我院员工得知这个事情后，自发组织捐款，希望尽一点锦帛之力，给张老太减轻些许负担，给他一点温暖。合肥医博肛泰肛肠医院：“一切以病人为中心”和‘以人为本’的服务理念贯穿于临床医疗服务工作的始终，树立起卫生系统救死扶伤、全心全意为病人服务的文明形象。”治病救人，是我们职责的首位，为患者减轻痛苦是我们最大的心愿。,1,离世,天降横祸张淑华是一位英勇的革命老战士，60年前抗美援朝战争打响，夫妻双双接到任务，不得已将一岁的儿子寄养在了江苏老家，谁知走后没多久，孩子因为发高烧不退，导致中枢神经系统被烧坏，烙下了终身残疾。 屋漏偏逢连夜雨...1986年老伴<离世>，家中所有的重担都压在了老太太身上，几十年来一个人含辛茹苦的照顾瘫痪的儿子生活起居。  张老太和他儿子祸不单行12月1号老太太的儿子突然大量便血，情急之下，老人将儿子送往离家不远的医院进行治疗，但去了医院后得知的结论是痔疮出血，并无大碍，老人放下了高悬的心带着孩子回家了。
1322,家属们在纪念墙前悼念。小图为瞿志民将写给老伴的话挂在了纪念园的树上王玲玲摄昨天上午，位于苏州上方山的苏州市红十字会捐献纪念园内庄严肃穆，第九届遗体（器官、角膜）捐献集体悼念仪式在这里举行。500余名捐献者家属和社会各界人士肃立在纪念墙前，表达对捐献者的崇敬和哀思。“你为国家做了一件有益的事，利国利民。你完成了自己的遗愿，一路走好。”七旬老人瞿志民在许愿卡上沉重地写下了这些字句，静静地挂在了纪念园内的树上。这是写给他刚刚去世的老伴陶雪的。陶雪是一名教师，在与病魔顽强搏斗了两年之后，于今年3月18日不幸离世。在父母的熏陶和影响下，她捐献了遗体和眼角膜。据了解，陶雪出生在一个书香家庭，父亲是著名画家，一生从事美术教育和艺术创作；她的母亲出身教育世家，一生心血倾注在幼教事业上。为了支持医学教学科研事业，她的父母分别在2009年1月和7月双双捐献遗体。优良家风在延续，就在陶雪捐出遗体的当天，瞿志民也签下了捐遗志愿书，他希望和老伴一样，能给他人的生命带去延续的可能。纪念园里花岗石筑成的弧形纪念墙上，“光明长存、生命永恒”八个大字格外醒目，上面刻着300多个成功捐献的志愿者姓名。记者了解到，截至2015年3月31日，苏州全市已累计遗体捐献报名登记2766人，实现捐献315例；器官捐献报名登记689人，实现24例，捐出大器官60个，使30多人接受器官移植重获新生；角膜捐献报名登记1302人，实现86例，使100多人移植了眼角膜，重见光明。,1,离世,这是写给他刚刚去世的老伴陶雪的。 陶雪是一名教师，在与病魔顽强搏斗了两年之后，于今年3月18日不幸<离世>。 在父母的熏陶和影响下，她捐献了遗体和眼角膜。
1323,转自：法律快车(ID：lawtimecn）近日甄嬛传小主安陵容因为网络暴力与网友对撕；前一段时间，演员乔任梁也因为长期遭受网络暴力，患上抑郁症最终离世……明星遭遇网络暴力的事件层出不穷。那么什么是网络暴力？网络暴力违法吗？一张图片带你了解网络暴力的相关内容↓↓,1,离世,转自：法律快车(ID：lawtimecn）近日甄嬛传小主安陵容因为网络暴力与网友对撕；前一段时间，演员乔任梁也因为长期遭受网络暴力，患上抑郁症最终<离世>……明星遭遇网络暴力的事件层出不穷。 那么什么是网络暴力？
1324,现年27岁的美国网络作家斯皮尔斯，强行向5岁儿子喂食大量盐分，意图制造儿子的“健康问题”，以吸引读者注意和同情。 中新网4月9日电 据外媒报道，现年27岁的美国网络作家斯皮尔斯，通过胃管，强行向5岁儿子加尼特·保罗喂食大量盐分，意图制造儿子的“健康问题”，以吸引读者注意和同情，最终导致儿子于2014年1月死亡。法官于当地时间8日对该案进行了判决，判处斯皮尔斯20年监禁。报道称，斯皮尔斯的作品主题围绕加尼特·保罗跟病魔搏斗的经历，并上传了多张儿子患病照。加尼特保罗去年1月因剧烈腹痛送院，医生最初以为是肠胃病毒致病，但之后发现他体内的钠水平异常高而起疑。加尼特·保罗入院后昏迷，延至4日后不治。两个月后，法院裁定他死于他杀。斯皮尔斯被捕时已搬至肯塔基州居住，调查人员在其住所发现两个含有大量盐分的喂食袋。鉴证专家称，其中一个的分量相当于69包盐包。媒体又称她行为怪异，包括曾讹称丈夫是一名死于车祸的“英雄警察”，又把朋友的儿子当成自己亲生子。据悉，检控官指控斯皮尔斯毒害自己的儿子，以取得家人、朋友和医生的注意，动机诡异可怕。辩方则反驳是院方疏忽照顾，又指斯皮尔斯是“好妈妈”，深爱儿子，对儿子离世感到痛心，同时对判决感到震惊。有心理专家称，斯皮尔斯可能患上“孟乔森症候群”，即病人会通过故意伤害子女，以博取他人同情。,1,离世,据悉，检控官指控斯皮尔斯毒害自己的儿子，以取得家人、朋友和医生的注意，动机诡异可怕。 辩方则反驳是院方疏忽照顾，又指斯皮尔斯是“好妈妈”，深爱儿子，对儿子<离世>感到痛心，同时对判决感到震惊。 有心理专家称，斯皮尔斯可能患上“孟乔森症候群”，即病人会通过故意伤害子女，以博取他人同情。
